country,year,happiness_score,gdp_factor,social_support_factor,health_factor,freedom_factor,generosity_factor,corruption_factor,iso3,co2_total_mt,co2_per_capita_t,gdp_current_usd,gdp_per_capita_usd,internet_users_pct,life_expectancy_years,population_total,trade_pct_gdp,unemployment_pct,urban_population_pct
Belize,2017,5.95599985122681,0.907975316047668,1.08141779899597,0.450191766023636,0.547509372234344,0.240015640854836,0.0965810716152191,BLZ,0.615552,1.642817,1862614800.0,4971.20163552462,47.0826258,70.588,374681.0,111.827101878499,9.0,45.601
Japan,2017,5.92000007629395,1.41691517829895,1.43633782863617,0.913475871086121,0.505625545978546,0.12057276815176,0.163760736584663,JPN,1188.358949,9.382092,4872415104314.68,38430.2912440159,90.87304215,84.099756097561,126785797.0,34.3967466881358,2.79999995231628,91.535
Lithuania,2017,5.90199995040894,1.31458234786987,1.47351610660553,0.62894994020462,0.234231784939766,0.010164656676352,0.0118656428530812,LTU,13.571834,4.672772,47544459558.9514,16809.6482569674,77.61525651,74.6707317073171,2828403.0,159.015977945616,7.07299995422363,67.516
Algeria,2017,5.87200021743774,1.09186446666718,1.1462174654007,0.617584645748138,0.233335807919502,0.0694366469979286,0.146096110343933,DZA,166.411374,4.045341,167555280113.181,4055.24721109629,47.69105515,76.293,41318142.0,56.1403520848947,11.996000289917,72.052
Latvia,2017,5.84999990463257,1.26074862480164,1.40471494197845,0.638566970825195,0.325707912445068,0.153074786067009,0.0738427266478539,LVA,7.214946,3.69077,30463302413.7289,15684.558518649,81.3158617,74.6804878048781,1942248.0,122.098123127478,8.71500015258789,68.075
South Korea,2017,5.83799982070923,1.40167844295502,1.12827444076538,0.900214076042175,0.257921665906906,0.206674367189407,0.0632826685905457,KOR,654.537269,12.70659,1530750923148.7,29742.8388613471,95.09714917,82.6268292682927,51466201.0,80.7792193532299,3.70000004768372,81.503
Moldova,2017,5.83799982070923,0.728870630264282,1.25182557106018,0.589465200901031,0.240729048848152,0.208779126405716,0.0100912861526012,MDA,5.220511,1.641409,8128493432.07741,2290.23514961625,76.12451989,71.718,3549196.0,,4.09800004959106,42.557
Romania,2017,5.82499980926514,1.21768391132355,1.15009129047394,0.685158312320709,0.457003742456436,0.133519917726517,0.00438790069893,ROU,80.042942,4.06333,211883923504.01,10819.2440243784,63.74728218,75.309756097561,19583986.0,84.982360879678,4.92700004577637,53.936
Bolivia,2017,5.82299995422363,0.833756566047668,1.22761905193329,0.473630249500275,0.558732926845551,0.22556072473526,0.0604777261614799,BOL,23.479307,2.053189,37508642112.8799,3393.95581751781,43.83227607,69.473,11051600.0,56.7046528441721,3.23300004005432,69.08
Turkmenistan,2017,5.82200002670288,1.13077676296234,1.49314916133881,0.437726080417633,0.41827192902565,0.24992498755455,0.259270340204239,TKM,73.358743,12.291226,37926285714.2857,6586.625862686,21.25099741,67.956,5758075.0,53.5753567069955,3.6949999332428,51.153
Kazakhstan,2017,5.81899976730347,1.28455626964569,1.38436901569366,0.606041550636292,0.437454283237457,0.201964423060417,0.119282886385918,KAZ,320.791449,17.515408,162886867831.694,9030.31880602652,76.42674823,72.95,18037776.0,60.6216132809058,4.90000009536743,57.336
North Cyprus,2017,5.80999994277954,1.3469113111496,1.18630337715149,0.834647238254547,0.471203625202179,0.266845703125,0.155353352427483,CYP,7.525365,6.226911,22054225828.2623,25658.7996638379,80.74318897,80.67,1179551.0,133.574711868425,11.0520000457764,66.836
Slovenia,2017,5.75799989700317,1.3412059545517,1.45251882076263,0.790828227996826,0.572575807571411,0.242649093270302,0.0451289787888527,SVN,14.622025,6.968205,48769655479.2388,23601.4027758769,78.88542636,81.1756097560976,2066388.0,154.763999912057,6.56400012969971,54.273
Peru,2017,5.71500015258789,1.03522527217865,1.21877038478851,0.630166113376617,0.450002878904343,0.126819714903831,0.0470490865409374,PER,53.730448,1.700036,211389272242.157,6571.92864469964,48.72763146,75.22,32165485.0,46.8670795630784,3.46000003814697,77.72
Mauritius,2017,5.62900018692017,1.18939554691315,1.20956099033356,0.638007462024689,0.491247326135635,0.360933750867844,0.0421815551817417,MUS,4.536032,3.503428,13266427697.2513,10490.5039701879,55.55669841,74.5146341463415,1264613.0,97.5975253855655,6.7519998550415,40.841
Cyprus,2017,5.62099981307983,1.35593807697296,1.13136327266693,0.84471470117569,0.355111539363861,0.271254301071167,0.0412379764020443,CYP,7.525365,6.226911,22054225828.2623,25658.7996638379,80.74318897,80.67,1179551.0,133.574711868425,11.0520000457764,66.836
Estonia,2017,5.61100006103516,1.32087934017181,1.47667109966278,0.695168316364288,0.479131430387497,0.0988908112049103,0.183248922228813,EST,18.762487,14.240447,26611651598.9452,20200.3755920409,88.10245687,77.6414634146342,1317384.0,148.533478839037,5.76000022888184,68.717
Belarus,2017,5.56899976730347,1.15655755996704,1.44494521617889,0.637714266777039,0.295400261878967,0.15513750910759,0.156313821673393,BLR,59.262285,6.104557,54456465472.6162,5733.30720988764,74.43644541,74.1292682926829,9498264.0,134.105362218272,5.65000009536743,78.134
Libya,2017,5.52500009536743,1.10180306434631,1.35756433010101,0.520169019699097,0.465733230113983,0.152073666453362,0.0926102101802826,LBY,53.437015,8.377991,38107728082.5817,5978.04292565728,21.75892062,72.11,6374616.0,72.6080157132611,17.1219997406006,79.817
Turkey,2017,5.5,1.19827437400818,1.33775317668915,0.637605607509613,0.300740599632263,0.0466930419206619,0.0996715798974037,TUR,430.220402,5.240849,851549299635.427,10546.1525631603,64.68461768,76.009,80745020.0,54.1220109723464,10.8190002441406,74.644
Paraguay,2017,5.49300003051758,0.932537317276001,1.50728487968445,0.579250693321228,0.473507791757584,0.224150657653809,0.091065913438797,PRY,8.068738,1.269587,39667400816.2126,5823.76613678902,61.07575622,73.211,6811297.0,66.095185874018,4.61499977111816,61.3
"Hong Kong S.A.R., China",2017,5.47200012207031,1.55167484283447,1.26279091835022,0.943062424659729,0.490968644618988,0.374465793371201,0.293933749198914,HKG,42.431172,5.686667,341449340450.649,46193.6145204282,89.41594465,84.6804878048781,7391700.0,375.091047180685,3.08999991416931,100.0
Philippines,2017,5.42999982833862,0.85769921541214,1.25391757488251,0.468009054660797,0.585214674472809,0.193513423204422,0.0993318930268288,PHL,135.150083,1.266179,313595208736.66,2988.95270335802,60.05476033,69.238,104918090.0,71.8306516961153,2.55200004577637,46.682
Serbia,2017,5.39499998092651,1.06931757926941,1.25818979740143,0.65078467130661,0.208715528249741,0.220125883817673,0.0409037806093693,SRB,45.529551,6.099167,41431648801.1663,5901.22301307993,70.33083553,76.0878048780488,7020858.0,113.709405948611,13.4770002365112,55.942
Jordan,2017,5.33599996566772,0.991012394428253,1.23908889293671,0.604590058326721,0.418421149253845,0.172170460224152,0.11980327218771,JOR,25.428559,2.489242,40068308450.7042,4129.75166443689,66.79031443,74.476,9702353.0,92.9390362563593,14.878999710083,90.747
Hungary,2017,5.32399988174438,1.2860119342804,1.34313309192657,0.687763452529907,0.175863519310951,0.0784016624093056,0.0366369374096394,HUN,49.515229,5.058282,139761138102.757,14278.8744978024,76.75054712,76.0634146341464,9787966.0,168.934508474293,4.1560001373291,71.062
Jamaica,2017,5.31099987030029,0.925579309463501,1.36821806430817,0.641022384166718,0.474307239055634,0.233818337321281,0.0552677810192108,JAM,7.797546,2.776532,14781107821.7513,5114.04108078483,48.78096953,76.097,2890299.0,82.5701008220616,11.6590003967285,55.378
Croatia,2017,5.29300022125244,1.22255623340607,0.96798300743103,0.701288521289825,0.255772292613983,0.248002976179123,0.0431031100451946,HRV,18.743995,4.470875,55213087270.6341,13386.512859434,67.09619204,77.8268292682927,4124531.0,99.9249238065866,11.2080001831055,56.667
Kosovo,2017,5.27899980545044,0.951484382152557,1.13785350322723,0.541452050209045,0.260287940502167,0.319931447505951,0.0574716180562973,XKX,,,7244888738.28081,3957.44181912974,,71.9463414634146,1830700.0,79.1827125461888,,
China,2017,5.27299976348877,1.08116579055786,1.16083741188049,0.741415500640869,0.472787708044052,0.0288068410009146,0.0227942746132612,CHN,10011.107108,7.098687,12237700479375.0,8826.99409574835,54.3,76.41,1386395000.0,37.8033995957306,4.40000009536743,57.96
Pakistan,2017,5.26900005340576,0.72688353061676,0.672690689563751,0.402047783136368,0.23521526157856,0.315446019172668,0.124348066747189,PAK,216.158421,0.998978,304951818494.066,1547.85341366929,15.51,66.629,197015955.0,25.7881318202738,3.18099999427795,36.442
Indonesia,2017,5.26200008392334,0.995538592338562,1.27444469928741,0.492345720529556,0.443323463201523,0.611704587936401,0.0153171354904771,IDN,567.25477,2.14464,1015420587285.06,3846.41570922305,32.2924419,69.355,263991379.0,39.3627454902571,4.18499994277954,54.659
Venezuela,2017,5.25,1.12843120098114,1.43133759498596,0.617144227027893,0.153997123241425,0.0650196298956871,0.0644911229610443,VEN,140.384977,4.593233,,,64.31336383,74.726,31977065.0,,7.42199993133545,88.183
Montenegro,2017,5.23699998855591,1.12112903594971,1.23837649822235,0.667464673519135,0.194989055395126,0.197911024093628,0.0881741940975189,MNE,2.103136,3.325442,4844592066.71174,7784.06528996557,71.27233254,77.271,622373.0,105.554964991437,16.0709991455078,66.477
Morocco,2017,5.2350001335144,0.878114581108093,0.774864435195923,0.59771066904068,0.408158332109451,0.0322099551558495,0.0877631828188896,MAR,61.472122,1.730239,109708728848.535,3022.92792018978,61.76221201,76.059,35739580.0,83.7322968088878,9.05300045013428,61.908
Azerbaijan,2017,5.23400020599365,1.15360176563263,1.15240025520325,0.540775775909424,0.398155838251114,0.0452693402767181,0.180987507104874,AZE,34.607041,3.436113,40747792237.9735,4135.13860142071,79.0,72.123,9854033.0,90.6635906985233,5.0,55.343
Dominican Republic,2017,5.23000001907349,1.07937383651733,1.40241670608521,0.574873745441437,0.55258983373642,0.186967849731445,0.113945253193378,DOM,24.016922,2.255694,75931656814.657,7052.25883896858,64.99320547,74.048,10766998.0,52.9207014519019,5.83199977874756,80.277
Greece,2017,5.22700023651123,1.28948748111725,1.23941457271576,0.810198903083801,0.0957312509417534,0.0,0.04328977689147,GRC,74.84505,6.999949,203085551429.132,18885.4759826453,69.89,81.3878048780488,10753531.0,67.0005550057431,21.488000869751,78.724
Lebanon,2017,5.22499990463257,1.07498753070831,1.12962424755096,0.735081076622009,0.288515985012054,0.264450758695602,0.037513829767704,LBN,27.846291,4.558052,53576985686.6998,8808.58944759405,78.18077489,79.758,6082357.0,67.8459773021833,6.11399984359741,88.429
Portugal,2017,5.19500017166138,1.3151752948761,1.36704301834106,0.795843541622162,0.498465299606323,0.0951027125120163,0.0158694516867399,PRT,55.210185,5.356296,219308128887.409,21291.4312095191,73.79121395,81.1243902439025,10300300.0,84.5968311915597,8.86699962615967,64.652
Bosnia and Herzegovina,2017,5.18200016021729,0.982409417629242,1.0693359375,0.705186307430267,0.204403176903725,0.328867495059967,0.0,BIH,22.156174,6.440698,18054854788.5214,5148.20851695939,69.49115242,77.087,3507017.0,94.5667383549837,20.4699993133545,47.876
Honduras,2017,5.18100023269653,0.730573117733002,1.14394497871399,0.582569479942322,0.348079860210419,0.236188873648643,0.0733454525470734,HND,10.231486,1.062808,22978532896.7816,2480.12592858547,32.13636364,73.774,9265067.0,102.415772047795,4.0479998588562,56.457
Macedonia,2017,5.17500019073486,1.06457793712616,1.20789301395416,0.644948184490204,0.325905978679657,0.25376096367836,0.0602777935564518,MKD,7.503872,3.553005,11279509013.9119,5414.61482263095,76.31197942,75.851,2083160.0,124.572818683101,22.3810005187988,57.748
Somalia,2017,5.15100002288818,0.0226431842893362,0.721151351928711,0.113989137113094,0.602126955986023,0.291631311178207,0.282410323619843,SOM,0.637536,0.042891,7052000000.0,478.344174874274,2.004048698,56.714,14742523.0,80.7788594213689,13.9130001068115,44.391
Vietnam,2017,5.07399988174438,0.788547575473785,1.27749133110046,0.652168989181519,0.571055591106415,0.234968051314354,0.0876332372426987,VNM,233.040761,2.478286,223779865815.183,2342.24400272117,49.56909734,76.454,95540800.0,200.38458042639,1.8860000371933,35.213
Nigeria,2017,5.07399988174438,0.783756256103516,1.21577048301697,0.0569157302379608,0.394952565431595,0.230947196483612,0.0261215660721064,NGA,112.776763,0.582838,375745486520.656,1968.42552277442,27.68098584,53.875,190886311.0,26.3475990009104,6.01300001144409,49.519
Tajikistan,2017,5.04099988937378,0.524713635444641,1.27146327495575,0.529235124588013,0.471566706895828,0.248997643589973,0.146377146244049,TJK,7.85832,0.880432,7146449583.02631,801.05087126751,21.96,71.214,8921343.0,56.7332242225859,10.7379999160767,26.982
Bhutan,2017,5.01100015640259,0.885416388511658,1.34012651443481,0.495879292488098,0.501537680625916,0.474054545164108,0.173380389809608,BTN,1.239223,1.638922,2528007911.35353,3130.23354261776,48.10641588,70.565,807610.0,78.6453361616911,2.17000007629395,40.167
Kyrgyzstan,2017,5.00400018692017,0.596220076084137,1.39423859119415,0.553457796573639,0.454943388700485,0.42858037352562,0.0394391790032387,KGZ,9.348074,1.527148,7564738836.04122,1220.47349811901,38.19903776,71.2,6198200.0,102.206355744967,6.8899998664856,36.135
Nepal,2017,4.96199989318848,0.479820191860199,1.17928326129913,0.504130780696869,0.440305948257446,0.394096165895462,0.0729755461215973,NPL,11.64753,0.413276,24880266905.4961,849.01104260427,21.40351043,70.604,29304998.0,51.9834287521843,1.25300002098083,19.336
Mongolia,2017,4.95499992370605,1.02723586559296,1.4930112361908,0.557783484458923,0.394143968820572,0.338464230298996,0.0329022891819477,MNG,34.135359,11.025526,11433635875.9316,3717.47338882896,23.71426517,69.465,3075647.0,117.142494995184,6.35900020599365,68.363
South Africa,2017,4.8289999961853,1.05469870567322,1.38478863239288,0.187080070376396,0.479246735572815,0.139362379908562,0.0725094974040985,ZAF,439.380139,7.757252,348871647959.64,6151.07795531285,56.16739447,63.404,56717156.0,58.1796281910858,27.3269996643066,65.85
Tunisia,2017,4.80499982833862,1.00726580619812,0.868351459503174,0.613212049007416,0.289680689573288,0.0496933571994305,0.0867231488227844,TUN,30.48601,2.581057,39952095560.8829,3464.41689038656,55.5,75.943,11532127.0,99.4765161633394,15.378999710083,68.642
Palestinian Territories,2017,4.77500009536743,0.716249227523804,1.15564715862274,0.565666973590851,0.25471106171608,0.114173173904419,0.0892826020717621,PSE,3.268288,0.69524,14498100000.0,3094.72574681783,65.2,73.646,4684777.0,74.2124830150158,27.4440002441406,75.894
Egypt,2017,4.7350001335144,0.989701807498932,0.997471392154694,0.520187258720398,0.282110154628754,0.128631442785263,0.114381365478039,EGY,260.110596,2.55538,235369129337.711,2412.72708185213,44.95020425,71.661,97553151.0,45.1268011527377,11.7700004577637,42.705
Bulgaria,2017,4.71400022506714,1.1614590883255,1.43437945842743,0.708217680454254,0.289231717586517,0.113177694380283,0.0110515309497714,BGR,47.569757,6.623075,58220973782.7715,8228.0115697265,63.41010138,74.8121951219512,7075947.0,131.075933394364,6.16400003433228,74.669
Sierra Leone,2017,4.70900011062622,0.36842092871666,0.984136044979095,0.0055647538974881,0.318697690963745,0.293040901422501,0.0710951760411263,SLE,1.055232,0.137444,3775047333.92116,499.529103314974,13.23693043,52.214,7557212.0,74.0852938258157,4.32499980926514,41.636
Cameroon,2017,4.69500017166138,0.564305365085602,0.946018218994141,0.132892116904259,0.430388748645782,0.236298456788063,0.0513066314160824,CMR,9.593567,0.393289,34922782310.6416,1451.86574665297,23.20297197,58.575,24053727.0,41.1899669442148,3.35899996757507,55.777
Iran,2017,4.69199991226196,1.15687310695648,0.711551249027252,0.639333188533783,0.249322608113289,0.387242913246155,0.048761073499918,IRN,685.401328,8.110771,454012768723.589,5593.85378338148,60.41635615,76.153,81162788.0,48.7806376509562,12.1000003814697,74.394
Albania,2017,4.64400005340576,0.996192753314972,0.803685247898102,0.731159746646881,0.381498634815216,0.201312944293022,0.0398642159998417,ALB,5.564149,1.932429,13038538300.2644,4537.57905556422,71.8470405,78.495,2873457.0,78.0814560759772,13.75,59.383
Bangladesh,2017,4.60799980163574,0.586682975292206,0.735131740570068,0.533241033554077,0.478356659412384,0.172255352139473,0.123717859387398,BGD,80.731155,0.498975,249723862487.361,1516.51326956437,18.02,72.808,164669751.0,35.3040000906967,4.37200021743774,35.858
Namibia,2017,4.57399988174438,0.964434325695038,1.0984708070755,0.33861181139946,0.520303547382355,0.0771337449550629,0.0931469723582268,NAM,4.216153,1.78308,13253698014.7075,5230.77172599964,36.83740647,64.85,2533794.0,84.1290738225836,23.0879993438721,49.005
Kenya,2017,4.55299997329712,0.560479462146759,1.06795072555542,0.309988349676132,0.452763766050339,0.444860309362411,0.0646413192152977,KEN,17.018376,0.347682,79263075749.2682,1594.83492628749,17.82710021,67.291,49699862.0,37.2501087637339,9.29199981689453,26.562
Mozambique,2017,4.55000019073486,0.234305649995804,0.870701014995575,0.106654435396194,0.480791091918945,0.322228103876114,0.179436385631561,MOZ,6.949325,0.243243,12645508633.7664,426.221961866327,20.7740003,58.872,29668834.0,113.392039161528,3.17300009727478,35.455
Myanmar,2017,4.54500007629395,0.367110550403595,1.12323594093323,0.397522568702698,0.514492034912109,0.838075160980225,0.188816204667091,MMR,23.630087,0.451919,67068745521.3823,1256.6606748179,30.67818311,66.744,53370609.0,47.9531673593019,1.55099999904633,30.322
Senegal,2017,4.53499984741211,0.479309022426605,1.17969191074371,0.409362852573395,0.377922266721725,0.183468893170357,0.115460447967052,SEN,10.760132,0.709875,21070225734.7861,1329.30422834628,29.64312367,67.477,15850567.0,57.1358464829809,6.43699979782104,46.74
Zambia,2017,4.51399993896484,0.636406779289246,1.00318729877472,0.257835894823074,0.461603492498398,0.249580144882202,0.0782135501503944,ZMB,6.842875,0.395586,25868142073.452,1513.27631610687,27.8525791,62.255,17094130.0,71.4658797977809,7.20599985122681,42.976
Iraq,2017,4.49700021743774,1.10271048545837,0.978613197803497,0.501180469989777,0.288555532693863,0.19963726401329,0.107215754687786,IRQ,211.71128,5.343389,192060810810.811,5017.96806465347,49.35999889,70.038,38274618.0,75.9984971158751,7.89099979400635,70.278
Gabon,2017,4.46500015258789,1.1982102394104,1.1556202173233,0.356578588485718,0.312328577041626,0.0437853783369064,0.0760467872023582,GAB,6.285816,2.937002,15013950984.084,7413.79520698305,50.32012015,66.48,2025137.0,75.1035302343124,19.3740005493164,88.976
Ethiopia,2017,4.46000003814697,0.339233845472336,0.86466920375824,0.353409707546234,0.408842742443085,0.312650740146637,0.165455713868141,ETH,15.548594,0.143705,80561496133.9172,767.563477815809,18.61805145,65.874,104957438.0,31.450646941089,1.80999994277954,20.31
Sri Lanka,2017,4.44000005722046,1.00985014438629,1.25997638702393,0.625130832195282,0.561213254928589,0.490863561630249,0.0736539661884308,LKA,23.030453,1.070845,87357205923.1238,4073.73651945177,34.1133479,75.485,21444000.0,50.9690645573674,4.17999982833862,18.384
Armenia,2017,4.37599992752075,0.900596737861633,1.00748372077942,0.637524425983429,0.198303267359734,0.0834880918264389,0.0266744215041399,ARM,5.540153,1.942603,11536590635.8268,3936.79831965287,69.71812489,74.782,2930450.0,86.8680941833861,17.8269996643066,63.103
India,2017,4.31500005722046,0.792221248149872,0.754372596740723,0.455427616834641,0.469987004995346,0.231538489460945,0.0922268852591515,IND,2434.867906,1.798018,2650725335363.83,1979.3643005306,34.45,68.803,1339180127.0,40.766680457696,2.55699992179871,33.6
Mauritania,2017,4.29199981689453,0.648457288742065,1.2720308303833,0.285349279642105,0.0960980430245399,0.201870024204254,0.136957004666328,MRT,3.419924,0.822094,5024708655.99147,1136.76459079339,20.80096366,63.384,4420184.0,111.039858370287,10.2760000228882,52.824
Congo (Brazzaville),2017,4.29099988937378,0.808964252471924,0.832044363021851,0.28995743393898,0.435025870800018,0.120852127671242,0.0796181336045265,COG,5.70225,1.073397,8701334800.21976,1654.01032176396,8.65,65.088,5260750.0,159.203938088845,10.1560001373291,66.459
Georgia,2017,4.28599977493286,0.950612664222717,0.57061493396759,0.649546980857849,0.309410035610199,0.0540088154375553,0.251666635274887,GEO,10.172526,2.696924,15081338092.2875,4045.41896743873,60.49125755,73.436,3728004.0,112.514219317545,13.9300003051758,58.231
Congo (Kinshasa),2017,4.28000020980835,0.0921023488044739,1.22902345657349,0.191407024860382,0.235961347818375,0.246455833315849,0.0602413564920425,COD,2.473864,0.029352,37642482562.3205,462.779544082555,8.619904916,60.031,81339988.0,75.0350004334427,4.10200023651123,43.88
Mali,2017,4.19000005722046,0.476180493831635,1.28147339820862,0.169365674257278,0.306613743305206,0.183354198932648,0.104970246553421,MLI,3.549892,0.183824,15334336143.644,827.006400807465,12.72064096,58.456,18541980.0,61.8088456681687,9.4350004196167,41.572
Ivory Coast,2017,4.17999982833862,0.603048920631409,0.904780030250549,0.0486421696841717,0.447706192731857,0.201237469911575,0.130061775445938,CIV,12.001913,0.483013,37353276059.2518,1537.50403108704,43.83992085,54.102,24294750.0,65.7074717711086,2.48799991607666,50.326
Cambodia,2017,4.16800022125244,0.601765096187592,1.00623834133148,0.429783403873444,0.633375823497772,0.385922968387604,0.0681059509515762,KHM,12.504842,0.789911,22158209502.6391,1384.42318730336,33.99999913,69.331,16005373.0,124.894724686319,1.06200003623962,22.98
Sudan,2017,4.13899993896484,0.65951669216156,1.21400856971741,0.290920823812485,0.0149958552792668,0.182317450642586,0.089847519993782,SDN,22.431576,0.551418,117487857142.857,2898.5493455104,30.87029573,64.698,40533330.0,21.5071466352146,12.7729997634888,34.37
Ghana,2017,4.11999988555908,0.667224824428558,0.873664736747742,0.295637726783752,0.423026293516159,0.256923943758011,0.0253363698720932,GHA,13.943429,0.461363,58996776237.7603,2046.10998628582,37.88415262,63.033,28833629.0,73.648204604407,6.62900018692017,55.407
Ukraine,2017,4.09600019454956,0.89465194940567,1.39453756809235,0.575903952121735,0.122974775731564,0.270061463117599,0.0230294708162546,UKR,223.087077,4.995539,112154185121.406,2639.82432586795,57.11513856,71.7809756097561,44831135.0,103.556246899012,9.51000022888184,69.246
Uganda,2017,4.08099985122681,0.381430715322495,1.12982773780823,0.217632606625557,0.443185955286026,0.325766056776047,0.057069718837738,UGA,5.37689,0.133997,25995031850.1658,606.468453487644,23.70653091,60.182,42862958.0,43.482034450146,1.69799995422363,23.196
Burkina Faso,2017,4.03200006484985,0.3502277135849,1.04328000545502,0.215844258666039,0.324367851018906,0.250864684581757,0.120328105986118,BFA,4.519039,0.227822,12322864244.9183,642.037148269037,15.87620691,60.77,19193382.0,52.3406940524368,6.0149998664856,28.743
Niger,2017,4.02799987792969,0.161925330758095,0.993025004863739,0.26850500702858,0.36365869641304,0.228673845529556,0.138572946190834,NER,2.251561,0.103578,8119710126.3489,378.059252303818,10.22431156,60.422,21477348.0,49.5874837091304,0.284999996423721,16.35
Malawi,2017,3.97000002861023,0.233442038297653,0.512568831443787,0.315089583396912,0.466914653778076,0.287170469760895,0.0727116540074348,MWI,1.360279,0.076073,6303292264.18905,338.484430340903,13.78216439,63.671,18622104.0,65.3298707550812,5.46799993515015,16.714
Chad,2017,3.93600010871887,0.438012987375259,0.953855872154236,0.0411347150802612,0.16234202682972,0.216113850474358,0.0535818822681904,TCD,1.978027,0.131118,9871247731.89787,662.50011455695,6.49999812,53.208,14899994.0,74.3534806822137,2.19899988174438,22.858
Zimbabwe,2017,3.875,0.375846534967422,1.08309590816498,0.196763753890991,0.336384207010269,0.189143493771553,0.0953753814101219,ZWE,9.596071,0.650533,22040902300.0,1333.39566279393,27.05548769,61.712,16529904.0,50.0282958016651,4.94299983978271,32.237
Lesotho,2017,3.80800008773804,0.521021246910095,1.19009518623352,0.0,0.390661299228668,0.157497271895409,0.119094640016556,LSO,2.513504,1.157968,2578265358.30386,1154.44424617304,29.78780333,54.568,2233339.0,,23.613000869751,27.73
Angola,2017,3.79500007629395,0.858428180217743,1.10441195964813,0.0498686656355858,0.0,0.097926490008831,0.0697203353047371,AGO,24.30409,0.804541,122123822333.73,4100.28978571722,14.33907936,61.809,29784193.0,52.2568214486025,7.13899993896484,64.839
Afghanistan,2017,3.79399991035461,0.401477217674255,0.581543326377869,0.180746778845787,0.106179520487785,0.311870932579041,0.0611578300595284,AFG,9.867969,0.276852,19543976895.4248,550.068458763852,11.44768809,64.047,35530081.0,51.2368807956764,1.55900001525879,25.25
Botswana,2017,3.76600003242493,1.12209415435791,1.22155499458313,0.341755509376526,0.505196332931519,0.0993484482169151,0.0985831990838051,BWA,7.077332,2.946629,17406565823.2986,7595.6111411324,41.41379464,67.618,2291661.0,73.7553416222414,17.6310005187988,68.7
Benin,2017,3.65700006484985,0.431085407733917,0.435299843549728,0.209930211305618,0.425962775945663,0.207948461174965,0.0609290152788162,BEN,6.804151,0.586728,9246696923.66155,827.393679394667,14.11901233,61.171,11175692.0,67.5771284358836,2.1800000667572,46.768
Madagascar,2017,3.64400005340576,0.305808693170547,0.913020372390747,0.375223308801651,0.189196765422821,0.208732530474663,0.0672319754958153,MDG,4.118891,0.157393,11499803806.5729,449.722381894452,9.8,66.312,25570895.0,74.453825304012,1.6690000295639,36.522
Haiti,2017,3.6029999256134,0.368610262870789,0.640449821949005,0.277321130037308,0.0303698573261499,0.489203780889511,0.0998721495270729,HTI,3.100428,0.285397,8408150517.97684,765.683924629642,12.32610358,63.589,10981229.0,75.3270001866243,13.4049997329712,54.346
Yemen,2017,3.59299993515015,0.591683447360992,0.93538224697113,0.310080915689468,0.249463722109795,0.104125209152699,0.0567674227058887,YEM,10.58862,0.35255,31267675216.25,1106.80390649944,26.71835477,65.157,28250420.0,,13.1750001907349,36.016
South Sudan,2017,3.59100008010864,0.39724862575531,0.601323127746582,0.163486003875732,0.147062435746193,0.285670816898346,0.116793513298035,SSD,1.454608,0.136477,,,7.977428907,57.288,12575714.0,,12.6389999389648,19.346
Liberia,2017,3.53299999237061,0.119041793048382,0.872117936611176,0.229918196797371,0.332881182432175,0.26654988527298,0.0389482490718365,LBR,1.227956,0.256004,3285455000.0,694.319582848856,7.984479722,63.006,4731906.0,122.989881158013,2.02800011634827,50.697
Guinea,2017,3.50699996948242,0.244549930095673,0.791244685649872,0.194129139184952,0.348587512969971,0.264815092086792,0.110937617719173,GIN,3.238976,0.264605,10472514514.62,823.493715477397,11.40002077,60.617,12717176.0,146.766589620096,3.57200002670288,35.793
Togo,2017,3.49499988555908,0.305444717407227,0.431882530450821,0.247105568647385,0.38042613863945,0.196896150708199,0.0956650152802467,TGO,2.159934,0.275053,4757776485.12802,610.151730130474,12.36022497,60.477,7797694.0,101.135070955661,1.65799999237061,41.162
Rwanda,2017,3.47099995613098,0.368745893239975,0.945707023143768,0.326424807310104,0.581843852996826,0.252756029367447,0.455220013856888,RWA,1.167707,0.095476,9135454442.14013,748.292094303551,21.76763262,67.496,12208407.0,51.0129457221169,0.953999996185303,17.125
Syria,2017,3.46199989318848,0.777153134346008,0.396102607250214,0.50053334236145,0.0815394446253777,0.493663728237152,0.151347130537033,SYR,32.613288,1.717992,,,34.25340193,70.963,18269868.0,,8.0310001373291,53.5
Tanzania,2017,3.34899997711182,0.511135876178741,1.04198980331421,0.364509284496307,0.390017777681351,0.354256361722946,0.0660351067781448,TZA,11.403023,0.202659,53320625958.5655,958.445683201353,15.99999943,66.31,57310019.0,32.2389410060755,1.93900001049042,33.053
Burundi,2017,2.90499997138977,0.091622568666935,0.629793584346771,0.151610791683197,0.0599007532000542,0.204435184597969,0.0841479450464249,BDI,0.530397,0.047545,3172416146.3921,292.005210338326,5.594670768,57.857,10864245.0,,1.50100004673004,12.706
Central African Republic,2017,2.69300007820129,0.0,0.0,0.0187726859003305,0.270842045545578,0.280876487493515,0.0565650761127472,CAF,0.216176,0.043263,1949411659.20453,418.411287036182,4.339254945,52.89,4659080.0,44.2928877224955,6.44700002670288,40.98
Finland,2018,7.632,1.305,1.592,0.874,0.681,0.202,0.393,FIN,45.796461,8.303288,,,,,,,7.75500011444092,
